model,data_path,custom_params,mse,mae,acc,smape,f_score,crps,mre,pinaw,setting,seed,task_name,is_training,model_id,data,features,target,freq,lag,scaler,reindex,reindex_tolerance,pin_memory,seq_len,label_len,pred_len,seasonal_patterns,inverse,mask_rate,anomaly_ratio,expand,d_conv,top_k,num_kernels,enc_in,dec_in,c_out,d_model,n_heads,e_layers,d_layers,d_ff,moving_avg,series_decomp_mode,factor,distil,dropout,embed,activation,output_attention,channel_independence,decomp_method,use_norm,down_sampling_layers,down_sampling_window,down_sampling_method,seg_len,num_workers,train_epochs,stop_epochs,batch_size,patience,learning_rate,des,loss,lradj,use_amp,use_gpu,gpu,use_multi_gpu,devices,p_hidden_dims,p_hidden_layers,use_dtw,augmentation_ratio,jitter,scaling,permutation,randompermutation,magwarp,timewarp,windowslice,windowwarp,rotation,spawner,dtwwarp,shapedtwwarp,wdba,discdtw,discsdtw,extra_tag,lstm_hidden_size,lstm_layers,num_spline,sample_times,run_time
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0022164348,0.036687616,,,,0.0240716934204101,0.0727668553590774,0.096798799932003,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm24_nh1_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 12-48-49,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,24,1,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,16,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 12-48-49
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0026790376,0.041518666,,,,0.025524329394102,0.0853694528341293,0.0943242609500885,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm40_nh1_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 13-06-00,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,40,1,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,15,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 13-06-00
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0023502808,0.03704233,,,,0.0259638112038373,0.0842500329017639,0.1130846962332725,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm64_nh1_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 13-22-23,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,64,1,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,10,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 13-22-23
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0022666613,0.03836204,,,,0.0243816673755645,0.0710067003965377,0.0968718826770782,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm24_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 13-34-57,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,17,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 13-34-57
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0017551868,0.031998053,,,,0.0243141259998083,0.1104598119854927,0.0942587852478027,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm40_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 13-53-01,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,40,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,19,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 13-53-01
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,nan,nan,,,,nan,0.5,nan,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm64_nh2_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 14-12-35,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,64,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,1,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 14-12-35
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0014583257,0.029485757,,,,0.021433126181364,0.1058609783649444,0.0839329585433006,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm24_nh4_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 14-18-01,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,24,4,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,30,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 14-18-01
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0018877892,0.03317344,,,,0.0251511111855506,0.12260302901268,0.1014647409319877,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm40_nh4_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 14-45-59,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,40,4,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,15,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 14-45-59
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0025891482,0.039518673,,,,0.0250932648777961,0.0624335035681724,0.108359158039093,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm64_nh4_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 15-02-26,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,64,4,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,11,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 15-02-26
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0018036083,0.033472113,,,,0.0223153941333293,0.0754967406392097,0.0854177698493003,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm24_nh8_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 15-15-46,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,24,8,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,29,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 15-15-46
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.002166051,0.035878256,,,,0.0232871901243925,0.0692528411746025,0.1029955670237541,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm40_nh8_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 15-42-45,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,40,8,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,11,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 15-42-45
LSTM-AQ,electricity/electricity.csv,AA_attn_dhz_ap1_norm,0.0019031913,0.033856332,,,,0.023443516343832,0.0901830941438674,0.1020520329475402,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm64_nh8_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-23 15-55-41,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.8,,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,64,8,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,14,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-04-23 15-55-41
LSTM-AQ,exchange_rate/exchange_rate.csv,AA_attn_dhz_ap1_norm,0.062785946,0.21217747,,,,0.1436236500740051,0.2832541167736053,0.3538684844970703,probability_forecast_OT_96_96_LSTM-AQ_custom_ftMS_sl96_ll0_pl96_dm24_nh1_el1_dl1_dmavg_ma25_df2048_fc1_ebtimeF_dtTrue_deExp_2024-04-24 17-03-00,2021,probability_forecast,1,OT_96_96,custom,MS,OT,t,3,MinMaxScaler,0,0.9,True,96,0,96,Monthly,False,0.25,0.25,2,4,5,6,8,8,8,24,1,1,1,2048,25,avg,1,True,0,timeF,gelu,False,0,moving_avg,1,0,1,,48,16,50,12,256,3,0.001,Exp,auto,type1,False,True,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,1,20,99,2024-04-24 17-03-00
