model,data_path,custom_params,mse,mae,acc,smape,f_score,crps,mre,pinaw,setting,seed,task_name,is_training,model_id,data,features,target,freq,lag,scaler,reindex,reindex_tolerance,pin_memory,seq_len,label_len,pred_len,seasonal_patterns,inverse,mask_rate,anomaly_ratio,expand,d_conv,top_k,num_kernels,enc_in,dec_in,c_out,d_model,n_heads,e_layers,d_layers,d_ff,moving_avg,series_decomp_mode,factor,distil,dropout,embed,activation,output_attention,channel_independence,decomp_method,use_norm,down_sampling_layers,down_sampling_window,down_sampling_method,seg_len,num_workers,train_epochs,stop_epochs,batch_size,patience,learning_rate,des,loss,lradj,use_amp,use_gpu,gpu,use_multi_gpu,devices,p_hidden_dims,p_hidden_layers,use_dtw,augmentation_ratio,jitter,scaling,permutation,randompermutation,magwarp,timewarp,windowslice,windowwarp,rotation,spawner,dtwwarp,shapedtwwarp,wdba,discdtw,discsdtw,extra_tag,lstm_hidden_size,lstm_layers,num_spline,sample_times,run_time
LSTM-AQ,electricity/electricity.csv,qrnn1_AA_attn_dhz_ap2_norm,0.0015504898,0.031227821,,,,0.020122773945331573,0.058340612798929214,0.08517064154148102,probability_forecast_OT_96_16_LSTM-AQ_custom_ftMS_sl96_ll1_pl16_dm24_nh1_el1_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2024-06-28 20-13-20,2021,probability_forecast,1,OT_96_16,custom,MS,OT,t,3,MinMaxScaler,0,0.8,False,96,1,16,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,24,1,1,1,2048,25,avg,1,True,0,timeF,gelu,False,1,moving_avg,1,0,1,,48,12,50,27,256,3,0.001,Exp,auto,type1,False,False,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,3,20,99,2024-06-28 20-13-20
LSTM-AQ,electricity/electricity.csv,qrnn1_AA_attn_dhz_ap2_norm,0.0013473899,0.027946744,,,,0.020488519221544266,0.11137309670448303,0.08311234414577484,probability_forecast_OT_96_32_LSTM-AQ_custom_ftMS_sl96_ll1_pl32_dm24_nh2_el1_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2024-06-28 20-37-05,2021,probability_forecast,1,OT_96_32,custom,MS,OT,t,3,MinMaxScaler,0,0.8,False,96,1,32,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,24,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,1,moving_avg,1,0,1,,48,12,50,33,256,3,0.001,Exp,auto,type1,False,False,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,3,20,99,2024-06-28 20-37-05
LSTM-AQ,electricity/electricity.csv,qrnn1_AA_attn_dhz_ap2_norm,0.006458299,0.064369634,,,,0.057458214461803436,0.1908121109008789,0.08361203223466873,probability_forecast_OT_96_64_LSTM-AQ_custom_ftMS_sl96_ll1_pl64_dm40_nh2_el1_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2024-06-28 21-14-17,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,MinMaxScaler,0,0.8,False,96,1,64,Monthly,False,0.25,0.25,2,4,5,6,321,321,321,40,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,1,moving_avg,1,0,1,,48,12,50,23,256,3,0.001,Exp,auto,type1,False,False,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,1,20,99,2024-06-28 21-14-17
LSTM-AQ,exchange_rate/exchange_rate.csv,qrnn1_AA_attn_dhz_ap2_norm,0.22386396,0.43901053,,,,0.32717397809028625,0.4326043426990509,0.6841353178024292,probability_forecast_OT_96_16_LSTM-AQ_custom_ftMS_sl96_ll1_pl16_dm64_nh2_el1_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2024-06-28 21-52-33,2021,probability_forecast,1,OT_96_16,custom,MS,OT,t,3,MinMaxScaler,0,0.9,False,96,1,16,Monthly,False,0.25,0.25,2,4,5,6,8,8,8,64,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,1,moving_avg,1,0,1,,48,12,50,4,256,3,0.001,Exp,auto,type1,False,False,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,1,20,99,2024-06-28 21-52-33
LSTM-AQ,exchange_rate/exchange_rate.csv,qrnn1_AA_attn_dhz_ap2_norm,nan,nan,,,,nan,0.5,nan,probability_forecast_OT_96_32_LSTM-AQ_custom_ftMS_sl96_ll1_pl32_dm40_nh1_el1_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2024-06-28 21-56-14,2021,probability_forecast,1,OT_96_32,custom,MS,OT,t,3,MinMaxScaler,0,0.9,False,96,1,32,Monthly,False,0.25,0.25,2,4,5,6,8,8,8,40,1,1,1,2048,25,avg,1,True,0,timeF,gelu,False,1,moving_avg,1,0,1,,48,12,50,1,256,3,0.001,Exp,auto,type1,False,False,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,2,20,99,2024-06-28 21-56-14
LSTM-AQ,exchange_rate/exchange_rate.csv,qrnn1_AA_attn_dhz_ap2_norm,0.21570654,0.42947897,,,,0.31652891635894775,0.4270257353782654,0.7003344893455505,probability_forecast_OT_96_64_LSTM-AQ_custom_ftMS_sl96_ll1_pl64_dm64_nh2_el1_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2024-06-28 21-59-43,2021,probability_forecast,1,OT_96_64,custom,MS,OT,t,3,MinMaxScaler,0,0.9,False,96,1,64,Monthly,False,0.25,0.25,2,4,5,6,8,8,8,64,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,1,moving_avg,1,0,1,,48,12,50,3,256,3,0.001,Exp,auto,type1,False,False,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,40,1,20,99,2024-06-28 21-59-43
LSTM-AQ,traffic/traffic.csv,qrnn1_AA_attn_dhz_ap2_norm,0.0050067166,0.04599416,,,,0.03207243233919144,0.1781967580318451,0.055373646318912506,probability_forecast_OT_96_16_LSTM-AQ_custom_ftMS_sl96_ll1_pl16_dm40_nh2_el1_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2024-06-28 22-05-19,2021,probability_forecast,1,OT_96_16,custom,MS,OT,t,3,MinMaxScaler,0,0.9,False,96,1,16,Monthly,False,0.25,0.25,2,4,5,6,862,862,862,40,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,1,moving_avg,1,0,1,,48,12,50,13,256,3,0.001,Exp,auto,type1,False,False,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,64,2,20,99,2024-06-28 22-05-19
LSTM-AQ,traffic/traffic.csv,qrnn1_AA_attn_dhz_ap2_norm,0.004480544,0.042778496,,,,0.030327172949910164,0.17025013267993927,0.04742170497775078,probability_forecast_OT_96_32_LSTM-AQ_custom_ftMS_sl96_ll1_pl32_dm40_nh2_el1_dl1_dmavg_ma25_df2048_expand2_dc4_fc1_ebtimeF_dtTrue_deExp_2024-06-28 22-19-02,2021,probability_forecast,1,OT_96_32,custom,MS,OT,t,3,MinMaxScaler,0,0.9,False,96,1,32,Monthly,False,0.25,0.25,2,4,5,6,862,862,862,40,2,1,1,2048,25,avg,1,True,0,timeF,gelu,False,1,moving_avg,1,0,1,,48,12,50,17,256,3,0.001,Exp,auto,type1,False,False,0,False,"0,1,2,3","[128, 128]",2,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,64,2,20,99,2024-06-28 22-19-02
